"","IsWinner","track_id","artist_id","track_name","year","artist_name","genres","followers","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","tempo","time_signature","valence"
"1225","Nothing","24KOm6f014u1lN5hdONqCb","0NAr5zThPfMx26ISgooQK6","Indian War Whoop",2000,"John Hartford","banjo",39955,0.886,0.51,90427,0.448,0.379,7,0.203,-12.42,1,115.807,4,0.286
"1226","Nothing","2XRwHP0xxXbkPPFj1p5mId","0NAr5zThPfMx26ISgooQK6","In Tall Buildings",1976,"John Hartford","banjo",39955,0.659,0.538,206840,0.381,0.0132,9,0.117,-13.979,1,122.603,3,0.465
"1227","Nothing","39CbxPVnwNbbiHsen4NrxL","0NAr5zThPfMx26ISgooQK6","I Am A Man Of Constant Sorrow - Instrumental",2000,"John Hartford","banjo",39955,0.994,0.246,154133,0.0248,0.0698,6,0.0827,-23.075,1,141.532,1,0.646
"1228","Nothing","0B6BeEUd6UwFlbsHMQKjob","0NAr5zThPfMx26ISgooQK6","Back in the Goodle Days",1971,"John Hartford","banjo",39955,0.654,0.499,219827,0.19,0.00409,7,0.0898,-16.435,1,149.46,4,0.43
"1229","Nothing","6ppsYmPvK5Wp1QBdJyTc7s","0NAr5zThPfMx26ISgooQK6","Gentle On My Mind",1967,"John Hartford","banjo",39955,0.728,0.407,182840,0.401,0,0,0.0814,-12.928,1,197.706,4,0.4
"1230","Nothing","70r42JVnEEElDBUxYbuyLg","0NAr5zThPfMx26ISgooQK6","Holding",1971,"John Hartford","banjo",39955,0.946,0.703,109027,0.0958,0.013,4,0.104,-21.82,1,119.406,4,0.749
"1231","Nothing","26B26WCeVj7G7IDtfO6wkB","0NAr5zThPfMx26ISgooQK6","Turn Your Radio On (I)",1971,"John Hartford","banjo",39955,0.744,0.677,82053,0.268,0,5,0.368,-16.067,1,110.095,4,0.773
"1232","Nothing","6S04XwYo7192oOwCNPdSI6","0NAr5zThPfMx26ISgooQK6","Joseph's Dream",1976,"John Hartford","banjo",39955,0.79,0.537,264240,0.553,0.00584,1,0.125,-14.259,0,174.397,4,0.754
"1233","Nothing","5WF2sfaLMg7sUj1pjDjGDD","0NAr5zThPfMx26ISgooQK6","Up on the Hill Where They Do the Boogie",1971,"John Hartford","banjo",39955,0.855,0.772,163107,0.461,1.94e-05,2,0.198,-14.689,1,104.451,4,0.842
"1234","Nothing","443sErTxKXGiISwjsEBA9u","0NAr5zThPfMx26ISgooQK6","This Eve of Parting",1968,"John Hartford","banjo",39955,0.233,0.57,152667,0.512,1.21e-05,6,0.199,-9.971,1,115.288,4,0.355
"1235","Nothing","0iOZM63lendWRTTeKhZBSC","70cRZdQywnSFp9pnc2WTCE","Mrs. Robinson - From ""The Graduate"" Soundtrack",1968,"Simon & Garfunkel","classic rock",4637760,0.713,0.606,244027,0.457,2.53e-05,6,0.0747,-14.035,0,92.033,4,0.813
"1236","Nothing","5y788ya4NvwhBznoDIcXwK","70cRZdQywnSFp9pnc2WTCE","The Sound of Silence - Acoustic Version",1964,"Simon & Garfunkel","classic rock",4637760,0.837,0.525,185413,0.216,0,6,0.107,-13.551,1,106.761,4,0.328
"1237","Nothing","6QhXQOpyYvbpdbyjgAqKdY","70cRZdQywnSFp9pnc2WTCE","Cecilia",1970,"Simon & Garfunkel","classic rock",4637760,0.357,0.755,174827,0.876,5.17e-06,0,0.22,-8.867,1,102.762,4,0.954
"1238","Nothing","76TZCvJ8GitQ2FA1q5dKu0","70cRZdQywnSFp9pnc2WTCE","The Boxer",1970,"Simon & Garfunkel","classic rock",4637760,0.702,0.439,308520,0.488,0.000339,11,0.16,-14.464,1,93.017,4,0.629
"1239","Nothing","6l8EbYRtQMgKOyc1gcDHF9","70cRZdQywnSFp9pnc2WTCE","Bridge Over Troubled Water",1970,"Simon & Garfunkel","classic rock",4637760,0.822,0.149,293120,0.206,0.000649,3,0.115,-13.888,1,79.764,4,0.264
"1240","Nothing","0djZ2ndRfAL69WYNra5jRC","70cRZdQywnSFp9pnc2WTCE","April Come She Will",1966,"Simon & Garfunkel","classic rock",4637760,0.863,0.489,109387,0.186,0.000152,9,0.2,-16.237,1,102.245,4,0.349
"1241","Nothing","4Xl2PrS3DJqqSKXCo6Uhv9","70cRZdQywnSFp9pnc2WTCE","Homeward Bound",1966,"Simon & Garfunkel","classic rock",4637760,0.831,0.485,149613,0.378,0,3,0.103,-11.773,1,92.928,4,0.528
"1242","Nothing","0dzbfio3qTYG9uk40SJNcr","70cRZdQywnSFp9pnc2WTCE","The 59th Street Bridge Song (Feelin' Groovy)",1966,"Simon & Garfunkel","classic rock",4637760,0.564,0.467,103560,0.431,7.7e-06,0,0.0727,-13.274,0,75.74,4,0.577
"1243","Nothing","5MbXzXGbqobR8xPVPs8OXA","70cRZdQywnSFp9pnc2WTCE","The Only Living Boy in New York",1970,"Simon & Garfunkel","classic rock",4637760,0.13,0.411,238413,0.381,0.257,11,0.132,-12.361,1,76.963,4,0.524
"1244","Nothing","6dfhF1BDGmhM69fnCb6wSC","70cRZdQywnSFp9pnc2WTCE","America",1968,"Simon & Garfunkel","classic rock",4637760,0.554,0.259,215293,0.241,6.62e-06,2,0.0849,-15.955,1,178.453,3,0.275
"1245","Nothing","2Qhvi6R73Zj3cpzRYzcAww","5gPEo032lzARtzuVqJIm9o","Honey",1968,"Bobby Goldsboro","adult standards",128106,0.674,0.399,238733,0.278,0.000694,7,0.203,-13.122,1,93.189,4,0.597
"1246","Nothing","7IhsA9Ssx0sIGkiYdpJCVk","5gPEo032lzARtzuVqJIm9o","Everybody's Talkin'",2007,"Bobby Goldsboro","adult standards",128106,0.186,0.447,138200,0.467,0.000128,2,0.0789,-7.878,1,131.383,4,0.542
"1247","Nothing","2lFH40ztoHpkyY8GPojuA9","5gPEo032lzARtzuVqJIm9o","And I Love You So",2007,"Bobby Goldsboro","adult standards",128106,0.895,0.5,184040,0.261,0.0135,8,0.0961,-11.492,1,94.356,4,0.381
"1248","Nothing","1MVfGHNc8yfAZeyAUk7jTh","5gPEo032lzARtzuVqJIm9o","Little Green Apples",1968,"Bobby Goldsboro","adult standards",128106,0.521,0.449,193800,0.327,0.000291,4,0.176,-14.517,0,95.122,4,0.57
"1249","Nothing","7cTxELron0B5PmX4HziiyQ","5gPEo032lzARtzuVqJIm9o","By The Time I Get To Phoenix",1968,"Bobby Goldsboro","adult standards",128106,0.795,0.245,165000,0.214,0.0199,2,0.147,-16.531,1,177.095,4,0.308
"1250","Nothing","0QaPWF93SiqUizkLlxVtPu","5gPEo032lzARtzuVqJIm9o","What A Wonderful World",1969,"Bobby Goldsboro","adult standards",128106,0.575,0.233,119627,0.333,1.6e-05,2,0.156,-10.528,1,172.849,4,0.203
"1251","Nothing","5droMNP7mrYo8GNfPHHpWa","5gPEo032lzARtzuVqJIm9o","Honey",2016,"Bobby Goldsboro","adult standards",128106,0.115,0.468,226395,0.176,0.0127,7,0.123,-18.744,1,96.337,4,0.431
"1252","Nothing","0LjdDekNQzCC6n5wac2JEC","5gPEo032lzARtzuVqJIm9o","Summer (The First Time)",1973,"Bobby Goldsboro","adult standards",128106,0.624,0.268,281000,0.344,0.0271,4,0.342,-15.614,1,168.677,4,0.429
"1253","Nothing","376ujm55REbyNBvn1YIyEB","5gPEo032lzARtzuVqJIm9o","I Can't Stop Loving You",2007,"Bobby Goldsboro","adult standards",128106,0.733,0.375,137280,0.292,1.38e-05,10,0.337,-9.687,1,92.368,4,0.51
"1254","Nothing","1yTEmfhfwc1ZJJfU60hrNA","5gPEo032lzARtzuVqJIm9o","Killing Me Softly With Her Song",1973,"Bobby Goldsboro","adult standards",128106,0.819,0.622,179467,0.303,1.63e-06,6,0.136,-14.36,0,129.228,4,0.525
"1255","Nothing","63EQVLdtGL6rZf8mPKW7QY","3MIwMeYV8vmgQFbbRiJTp2","Harper Valley P.T.A. - Remastered 2022",1968,"Jeannie C. Riley","classic country pop",67332,0.574,0.809,195000,0.717,0,4,0.089,-6.602,1,122.463,4,0.919
"1256","Nothing","5AIGw5pK3oHi54uMz7dVwU","3MIwMeYV8vmgQFbbRiJTp2","The Back Side of Dallas",1969,"Jeannie C. Riley","classic country pop",67332,0.683,0.801,156564,0.521,0.000184,11,0.0645,-11.27,1,119.951,4,0.866
"1257","Nothing","5rBbjiZhQU1n1TxUFeJxIc","3MIwMeYV8vmgQFbbRiJTp2","Help Me Make It Through the Night",1971,"Jeannie C. Riley","classic country pop",67332,0.42,0.581,141360,0.327,0.000779,9,0.172,-10.215,1,84.02,4,0.442
"1258","Nothing","4mjHSVgH9wLL1btWfqtxAl","3MIwMeYV8vmgQFbbRiJTp2","Harper Valley Pta",2019,"Jeannie C. Riley","classic country pop",67332,0.612,0.763,195547,0.667,0.00133,4,0.088,-6.999,1,122.778,4,0.869
"1259","Nothing","2LwyAcgc5asfJAeuhRQJwL","3MIwMeYV8vmgQFbbRiJTp2","Widow Jones",2013,"Jeannie C. Riley","classic country pop",67332,0.518,0.833,149913,0.56,4.55e-05,10,0.108,-12.579,1,125.519,4,0.93
"1260","Nothing","0MQhfoljWQD8BJRrqHZoVn","3MIwMeYV8vmgQFbbRiJTp2","Son of a Preacher Man",2019,"Jeannie C. Riley","classic country pop",67332,0.42,0.606,158213,0.8,2.75e-05,2,0.28,-7.467,1,163.655,4,0.932
"1261","Nothing","32oeIuGExyrmqVpPlPneWI","3MIwMeYV8vmgQFbbRiJTp2","Country Girl",1970,"Jeannie C. Riley","classic country pop",67332,0.897,0.648,159065,0.405,7.11e-05,0,0.154,-11.858,1,112.61,4,0.733
"1262","Nothing","5JSfhlwQscz61VYWBYrj60","3MIwMeYV8vmgQFbbRiJTp2","Before the Next Teardrop Falls",1976,"Jeannie C. Riley","classic country pop",67332,0.525,0.658,154040,0.321,1.23e-06,10,0.147,-12.846,1,91.345,4,0.525
"1263","Nothing","0o6qbGCfF8SM09PJ2jUBmV","3MIwMeYV8vmgQFbbRiJTp2","Am I That Easy to Forget",1970,"Jeannie C. Riley","classic country pop",67332,0.949,0.302,154344,0.297,6.72e-05,10,0.246,-10.482,1,69.619,4,0.583
"1264","Nothing","6rm2CAt42vedrv7n45IIWh","3MIwMeYV8vmgQFbbRiJTp2","The Girl Most Likely",1969,"Jeannie C. Riley","classic country pop",67332,0.21,0.577,128460,0.849,1.53e-05,5,0.153,-9.848,1,188.632,4,0.923
"1265","Nothing","0iOZM63lendWRTTeKhZBSC","70cRZdQywnSFp9pnc2WTCE","Mrs. Robinson - From ""The Graduate"" Soundtrack",1968,"Simon & Garfunkel","classic rock",4637760,0.713,0.606,244027,0.457,2.53e-05,6,0.0747,-14.035,0,92.033,4,0.813
"1266","Nothing","5y788ya4NvwhBznoDIcXwK","70cRZdQywnSFp9pnc2WTCE","The Sound of Silence - Acoustic Version",1964,"Simon & Garfunkel","classic rock",4637760,0.837,0.525,185413,0.216,0,6,0.107,-13.551,1,106.761,4,0.328
"1267","Nothing","6QhXQOpyYvbpdbyjgAqKdY","70cRZdQywnSFp9pnc2WTCE","Cecilia",1970,"Simon & Garfunkel","classic rock",4637760,0.357,0.755,174827,0.876,5.17e-06,0,0.22,-8.867,1,102.762,4,0.954
"1268","Nothing","76TZCvJ8GitQ2FA1q5dKu0","70cRZdQywnSFp9pnc2WTCE","The Boxer",1970,"Simon & Garfunkel","classic rock",4637760,0.702,0.439,308520,0.488,0.000339,11,0.16,-14.464,1,93.017,4,0.629
"1269","Nothing","6l8EbYRtQMgKOyc1gcDHF9","70cRZdQywnSFp9pnc2WTCE","Bridge Over Troubled Water",1970,"Simon & Garfunkel","classic rock",4637760,0.822,0.149,293120,0.206,0.000649,3,0.115,-13.888,1,79.764,4,0.264
"1270","Nothing","0djZ2ndRfAL69WYNra5jRC","70cRZdQywnSFp9pnc2WTCE","April Come She Will",1966,"Simon & Garfunkel","classic rock",4637760,0.863,0.489,109387,0.186,0.000152,9,0.2,-16.237,1,102.245,4,0.349
"1271","Nothing","4Xl2PrS3DJqqSKXCo6Uhv9","70cRZdQywnSFp9pnc2WTCE","Homeward Bound",1966,"Simon & Garfunkel","classic rock",4637760,0.831,0.485,149613,0.378,0,3,0.103,-11.773,1,92.928,4,0.528
"1272","Nothing","0dzbfio3qTYG9uk40SJNcr","70cRZdQywnSFp9pnc2WTCE","The 59th Street Bridge Song (Feelin' Groovy)",1966,"Simon & Garfunkel","classic rock",4637760,0.564,0.467,103560,0.431,7.7e-06,0,0.0727,-13.274,0,75.74,4,0.577
"1273","Nothing","5MbXzXGbqobR8xPVPs8OXA","70cRZdQywnSFp9pnc2WTCE","The Only Living Boy in New York",1970,"Simon & Garfunkel","classic rock",4637760,0.13,0.411,238413,0.381,0.257,11,0.132,-12.361,1,76.963,4,0.524
"1274","Nothing","6dfhF1BDGmhM69fnCb6wSC","70cRZdQywnSFp9pnc2WTCE","America",1968,"Simon & Garfunkel","classic rock",4637760,0.554,0.259,215293,0.241,6.62e-06,2,0.0849,-15.955,1,178.453,3,0.275
"1275","Nothing","3XG7bMVcMWLIn2k9jLAaAt","1RP2UpEaRzkF0Id3JigqD8","King Of The Road",1965,"Roger Miller","classic country pop",247807,0.717,0.67,147307,0.272,0,11,0.178,-13.699,1,117.996,4,0.613
"1276","Nothing","0mWXrr6HQZUhCQG4JMkT2e","1RP2UpEaRzkF0Id3JigqD8","Oo-De-Lally - From ""Robin Hood""",1988,"Roger Miller","classic country pop",247807,0.946,0.666,58120,0.189,0,5,0.103,-16.991,1,80.312,3,0.572
"1277","Nothing","3739sM5lHHvO4kqmI6Kpcg","1RP2UpEaRzkF0Id3JigqD8","King of the Road - Re-recorded",1996,"Roger Miller","classic country pop",247807,0.316,0.74,149400,0.262,1.86e-06,11,0.0872,-15.927,1,121.534,4,0.747
"1278","Nothing","0mD2pnYVF8DB3oqtY5KM8h","1RP2UpEaRzkF0Id3JigqD8","Chug-A-Lug",1996,"Roger Miller","classic country pop",247807,0.739,0.717,119093,0.324,0.000258,11,0.139,-14.631,1,172.189,4,0.888
"1279","Nothing","20iH1uibQIUqNFk3wzG7AG","1RP2UpEaRzkF0Id3JigqD8","Dang Me",1996,"Roger Miller","classic country pop",247807,0.705,0.564,102400,0.378,0.000716,9,0.0723,-14.468,1,197.325,4,0.687
"1280","Nothing","30jEnUWPJIt6zh25s2Kbh0","1RP2UpEaRzkF0Id3JigqD8","Little Green Apples - Single Version",1968,"Roger Miller","classic country pop",247807,0.867,0.507,156960,0.18,0.037,0,0.13,-18.607,1,102.275,4,0.42
"1281","Nothing","6zrgiJFGA620b5GvqCvG1w","1RP2UpEaRzkF0Id3JigqD8","Whistle Stop",2013,"Roger Miller","classic country pop",247807,0.902,0.77,91547,0.132,0.299,7,0.107,-15.878,1,73.975,4,0.564
"1282","Nothing","5Asz9rHr2rViBdl6pkXpoq","1RP2UpEaRzkF0Id3JigqD8","Oo-De-Lally",2017,"Roger Miller","classic country pop",247807,0.934,0.664,59933,0.172,0,2,0.109,-17.937,0,80.587,3,0.562
"1283","Nothing","7Gsy2uBT0CJwbZ2K9KwTk4","1RP2UpEaRzkF0Id3JigqD8","Where Have All The Average People Gone - Single Version",1969,"Roger Miller","classic country pop",247807,0.499,0.704,181160,0.428,0.0029,9,0.0868,-13.296,1,85.102,4,0.692
"1284","Nothing","3i5bJFIAkgoZqJoRAQqAKO","1RP2UpEaRzkF0Id3JigqD8","Me And Bobby McGee",1996,"Roger Miller","classic country pop",247807,0.392,0.538,196400,0.492,0.00182,2,0.051,-14.736,1,166.049,4,0.899
"1285","Nothing","0spSRHFS4zF4Imvz9sJcfL","24GaH9tRBgZjlvOhpFuKi2","Spinning Wheel",1968,"Blood, Sweat & Tears","album rock",559787,0.315,0.695,247267,0.503,2.47e-05,7,0.261,-9.313,1,96.818,4,0.542
"1286","Nothing","76OUhpuAQSQ2orR5TUeeRc","24GaH9tRBgZjlvOhpFuKi2","You've Made Me So Very Happy",1968,"Blood, Sweat & Tears","album rock",559787,0.253,0.414,258733,0.501,0,3,0.353,-9.105,0,95.837,4,0.452
"1287","Nothing","7kDPwGDjxDBONlPpkc1p77","24GaH9tRBgZjlvOhpFuKi2","And When I Die",1968,"Blood, Sweat & Tears","album rock",559787,0.332,0.628,244973,0.439,1.35e-05,9,0.0555,-10.728,1,127.589,4,0.507
"1288","Nothing","608HuKHFh2N62z3Ja5vxXj","24GaH9tRBgZjlvOhpFuKi2","I Love You More Than You'll Ever Know",1968,"Blood, Sweat & Tears","album rock",559787,0.665,0.456,356893,0.391,8e-05,0,0.209,-9.687,0,133.95,3,0.411
"1289","Nothing","6bWjr4qT4d58NuPEepedEr","24GaH9tRBgZjlvOhpFuKi2","Go Down Gamblin'",1971,"Blood, Sweat & Tears","album rock",559787,0.0944,0.417,255227,0.792,0.00585,0,0.354,-10.47,1,106.395,4,0.632
"1290","Nothing","4u2i6dbT4DgGwmQAqw8gnt","24GaH9tRBgZjlvOhpFuKi2","Lisa, Listen to Me",1971,"Blood, Sweat & Tears","album rock",559787,0.457,0.54,178867,0.607,7.11e-06,2,0.186,-11.005,1,87.793,3,0.545
"1291","Nothing","3RN7Bw1U61nzMbTvwibb8Q","24GaH9tRBgZjlvOhpFuKi2","God Bless the Child",1968,"Blood, Sweat & Tears","album rock",559787,0.509,0.44,353760,0.417,0.00023,0,0.33,-10.538,1,111.527,4,0.5
"1292","Nothing","4GCw6INXZdZ9tun38JUig1","24GaH9tRBgZjlvOhpFuKi2","Without Her",1968,"Blood, Sweat & Tears","album rock",559787,0.769,0.562,161160,0.369,0.000905,2,0.207,-12.296,1,82.177,4,0.368
"1293","Nothing","0TtHkHE5fLeaRtpMP370HD","24GaH9tRBgZjlvOhpFuKi2","Variations on a Theme by Erik Satie (1st and 2nd Movements - Adapted from ""Trois Gymnopedies')",1968,"Blood, Sweat & Tears","album rock",559787,0.949,0.303,153560,0.236,0.921,2,0.181,-14.193,1,121.279,5,0.158
"1294","Nothing","26BpoFfXMCt0iX4daD6U9O","24GaH9tRBgZjlvOhpFuKi2","Hi-De-Ho",1970,"Blood, Sweat & Tears","album rock",559787,0.693,0.371,263800,0.252,5.64e-05,0,0.162,-14.479,1,112.76,4,0.425
"1295","Nothing","28cnXtME493VX9NOw9cIUh","6kACVPfCOnqzgfEF5ryl0x","Hurt",2002,"Johnny Cash","arkansas country",5871805,0.649,0.534,216533,0.392,0.000227,9,0.0948,-7.636,0,90.379,4,0.163
"1296","Nothing","6YffUZJ2R06kyxyK6onezL","6kACVPfCOnqzgfEF5ryl0x","Ring of Fire",1963,"Johnny Cash","arkansas country",5871805,0.623,0.659,158427,0.585,0.000213,7,0.348,-8.189,1,104.111,4,0.784
"1297","Nothing","1TKPfF2fvn6gVLVfp3iG4j","6kACVPfCOnqzgfEF5ryl0x","I Walk The Line - Single Version",1958,"Johnny Cash","arkansas country",5871805,0.798,0.862,163046,0.484,0.00105,10,0.105,-11.183,1,105.834,4,0.787
"1298","Nothing","7jWbXvrgdbkajU8L28ahn5","6kACVPfCOnqzgfEF5ryl0x","Highwayman",1985,"Johnny Cash","arkansas country",5871805,0.48,0.67,182653,0.351,0.0176,2,0.115,-16.842,1,101.384,4,0.45
"1299","Nothing","2fDHuS1PTkHBbCWWZF1ph9","6kACVPfCOnqzgfEF5ryl0x","Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",1968,"Johnny Cash","arkansas country",5871805,0.0652,0.621,162653,0.524,0.00199,0,0.893,-15.269,1,110.586,4,0.889
"1300","Nothing","6RFkVsPmrM4pzlDkFswwJl","6kACVPfCOnqzgfEF5ryl0x","God's Gonna Cut You Down",2006,"Johnny Cash","arkansas country",5871805,0.868,0.617,158573,0.485,3.44e-05,5,0.115,-8.227,0,82.228,4,0.845
"1301","Nothing","4K1imZQQ0yKtJ40vGmUajS","6kACVPfCOnqzgfEF5ryl0x","Girl from the North Country",1969,"Johnny Cash","arkansas country",5871805,0.843,0.607,220400,0.142,0.000197,7,0.121,-23.455,1,118.867,4,0.305
"1302","Nothing","5fcxVCOtfesNzI2n4Y4kiJ","6kACVPfCOnqzgfEF5ryl0x","Jackson",1967,"Johnny Cash","arkansas country",5871805,0.519,0.741,165827,0.615,0.000344,0,0.408,-8.072,1,128.496,4,0.799
"1303","Nothing","3I1vEQhGwRK7URrTq4BqNl","6kACVPfCOnqzgfEF5ryl0x","(Ghost) Riders in the Sky",1979,"Johnny Cash","arkansas country",5871805,0.355,0.572,224813,0.668,0.0379,10,0.223,-9.382,0,109.511,4,0.56
"1304","Nothing","3Jq9rsqmRtqcVKtzP9dnxZ","6kACVPfCOnqzgfEF5ryl0x","The Man Comes Around",2002,"Johnny Cash","arkansas country",5871805,0.52,0.635,266733,0.584,0.0951,0,0.962,-7.912,1,97.067,4,0.753
"1305","Nothing","1oOnOS4xNZOMpCT0lKTNo2","0uUNzXylqsZdmFDwdxaP1V","Raindrops Keep Fallin' on My Head - Rerecorded",2009,"B.J. Thomas","adult standards",214303,0.802,0.578,178147,0.434,0.00102,5,0.277,-10.865,1,106.364,4,0.75
"1306","Nothing","75HYhujFXgY5ugYwT1azLC","0uUNzXylqsZdmFDwdxaP1V","Hooked on a Feeling - Rerecorded",2009,"B.J. Thomas","adult standards",214303,0.401,0.347,166520,0.476,0,9,0.124,-10.121,1,129.652,4,0.54
"1307","Nothing","0b7qiL1rLbUUpGXczt7p5T","0uUNzXylqsZdmFDwdxaP1V","(Hey Won't You Play) Another Somebody Done Somebody Wrong Song",1975,"B.J. Thomas","adult standards",214303,0.744,0.637,206067,0.528,0,4,0.114,-11.287,1,124.806,4,0.702
"1308","Nothing","3aVNV6pawEERvfdurW66ZT","0uUNzXylqsZdmFDwdxaP1V","Rock and Roll Lullaby - Rerecorded",2009,"B.J. Thomas","adult standards",214303,0.433,0.493,240880,0.34,0.00121,7,0.115,-14.071,1,114.131,4,0.642
"1309","Nothing","7de91j1ffIrsaQInG9PrzC","0uUNzXylqsZdmFDwdxaP1V","Rock And Roll Lullaby",1968,"B.J. Thomas","adult standards",214303,0.949,0.512,252227,0.426,0.027,7,0.135,-8.713,1,108.78,4,0.387
"1310","Nothing","0DIF85F0ZDQLTUfFn8NJxM","0uUNzXylqsZdmFDwdxaP1V","I Just Can't Help Believing",1968,"B.J. Thomas","adult standards",214303,0.483,0.554,177627,0.464,0,5,0.174,-8.529,1,134.475,4,0.537
"1311","Nothing","6b7xNBl42iQIoB3bR2sK4h","0uUNzXylqsZdmFDwdxaP1V","Thank You for Being You",2005,"B.J. Thomas","adult standards",214303,0.618,0.563,194227,0.429,0,8,0.114,-9.165,1,104.079,4,0.285
"1312","Nothing","0pc35JLm02Lzx7SiXp3jrY","0uUNzXylqsZdmFDwdxaP1V","Don't Worry Baby",2013,"B.J. Thomas","adult standards",214303,0.377,0.547,182544,0.317,0,7,0.0798,-16.329,1,118.336,4,0.553
"1313","Nothing","3jAoK4lHFYktvSM4Io8UNl","0uUNzXylqsZdmFDwdxaP1V","Raindrops Keep Fallin' on My Head (Rerecorded)",2002,"B.J. Thomas","adult standards",214303,0.556,0.738,173187,0.326,0,5,0.0685,-13.487,1,110.861,4,0.794
"1314","Nothing","431U4UIKPMe9lUUdXWqJcn","0uUNzXylqsZdmFDwdxaP1V","This Guy's In Love With You",2005,"B.J. Thomas","adult standards",214303,0.792,0.628,223267,0.318,0.000112,10,0.128,-8.401,1,88.713,4,0.25
"1315","Nothing","1cOj24fUMnBSXhtp7waHVW","2JSjCHK79gdaiPWdKiNUNp","That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1989,"Dionne Warwick","adult standards",816610,0.294,0.673,256467,0.286,0,8,0.086,-14.643,1,120.117,4,0.199
"1316","Nothing","4V3AGIIQeJoBUPaTCLiscB","2JSjCHK79gdaiPWdKiNUNp","I'll Never Love This Way Again",1979,"Dionne Warwick","adult standards",816610,0.219,0.35,211920,0.371,0,11,0.151,-10.538,0,131.603,4,0.21
"1317","Nothing","3xsOtNxtBW0oTI1OWKAzTm","2JSjCHK79gdaiPWdKiNUNp","Walk on By",1964,"Dionne Warwick","adult standards",816610,0.719,0.7,178333,0.33,8.6e-05,5,0.136,-9.027,1,98.605,4,0.524
"1318","Nothing","1MHgV79MSYE6ymNlGa3bRY","2JSjCHK79gdaiPWdKiNUNp","I'll Never Fall in Love Again",1970,"Dionne Warwick","adult standards",816610,0.717,0.676,174840,0.339,9.77e-06,1,0.109,-13.805,1,136.882,4,0.756
"1319","Nothing","3iMLRCGHLQ135LtMjKLkO8","2JSjCHK79gdaiPWdKiNUNp","Heartbreaker",1982,"Dionne Warwick","adult standards",816610,0.0921,0.671,258206,0.514,1.53e-05,1,0.137,-13.561,0,100.771,4,0.803
"1320","Nothing","6QhJngmKqelOcCc3bUiKYY","2JSjCHK79gdaiPWdKiNUNp","What the World Needs Now (Is Love)",1967,"Dionne Warwick","adult standards",816610,0.694,0.594,191000,0.289,0,11,0.214,-12.747,0,111.903,3,0.345
"1321","Nothing","1YIWYzMq84I46LmgX1vpye","2JSjCHK79gdaiPWdKiNUNp","Do You Know the Way to San Jose",1968,"Dionne Warwick","adult standards",816610,0.592,0.658,179440,0.657,9.5e-06,0,0.08,-7.792,1,157.269,4,0.888
"1322","Nothing","05XkMS2YVNfPNXepMScPRJ","2JSjCHK79gdaiPWdKiNUNp","I Say a Little Prayer",1967,"Dionne Warwick","adult standards",816610,0.872,0.512,188360,0.415,0,7,0.184,-7.642,1,147.2,4,0.714
"1323","Nothing","5kYMMNGEZDfVZZiAAmP0y2","2JSjCHK79gdaiPWdKiNUNp","This Guy/This Girl's In Love With You",2014,"Dionne Warwick","adult standards",816610,0.345,0.677,214040,0.453,6.69e-05,9,0.0865,-8.686,1,91.013,4,0.364
"1324","Nothing","5o5fCEeIGC8igGmbXQZL8Q","2JSjCHK79gdaiPWdKiNUNp","Raindrops Keep Falling on My Head",1970,"Dionne Warwick","adult standards",816610,0.908,0.691,179040,0.157,7.39e-06,1,0.0898,-13.711,1,89.844,4,0.378
"1325","Nothing","50t8gshcAtXiUdk7nHfYDp","7s2L0cftC6UBVVxADuyfwS","Games People Play",1968,"Joe South","bubblegum pop",10926,0.251,0.334,215160,0.714,4.26e-05,9,0.257,-8.379,1,172.288,4,0.595
"1326","Nothing","7cXBqDMyZPuBtug6V162t9","7s2L0cftC6UBVVxADuyfwS","Hush - Remastered",1969,"Joe South","bubblegum pop",10926,0.127,0.303,226960,0.896,0.26,5,0.271,-6.557,1,107.169,4,0.388
"1327","Nothing","49dCQGqLHLqlgTcnxqN5h6","7s2L0cftC6UBVVxADuyfwS","Walk A Mile In My Shoes - 2002 Remaster / 24-Bit Mastering",2002,"Joe South","bubblegum pop",10926,0.403,0.631,248093,0.536,0.836,9,0.132,-12.135,1,111.596,4,0.8
"1328","Nothing","12Lm52NdvlHFc3Z9XcQqs0","7s2L0cftC6UBVVxADuyfwS","Don't It Make You Want To Go Home - Remastered 2002",2002,"Joe South","bubblegum pop",10926,0.328,0.438,196000,0.613,0.00208,0,0.744,-7.761,1,128.018,4,0.692
"1329","Nothing","3rNUGaANwjeUoFDZzBPpF4","7s2L0cftC6UBVVxADuyfwS","Rose Garden",1968,"Joe South","bubblegum pop",10926,0.42,0.589,169667,0.693,6.59e-05,9,0.0693,-8.264,0,78.24,4,0.96
"1330","Nothing","4D35AfqW7vC5jqh8QsBpEo","7s2L0cftC6UBVVxADuyfwS","These Are Not My People",1968,"Joe South","bubblegum pop",10926,0.293,0.545,152120,0.723,3.16e-06,10,0.166,-7.184,1,78.89,4,0.797
"1331","Nothing","0UI5wNYgWqgIuKHh5zwl2i","7s2L0cftC6UBVVxADuyfwS","Walk A Mile In My Shoes",1968,"Joe South","bubblegum pop",10926,0.58,0.549,223373,0.43,0.886,5,0.141,-16.66,1,113.847,4,0.715
